,Country,ISO3,Specie,Breed/Most common name,Language,Description,Transboundary name,Other name,Provision Uses,Regulation and Maintenance Uses,Cultural Uses,Description Of Specific Uses,Production environment/management systems,Literature related to uses and ecosystem services,Additional information,Additional information comments,Efabis cultural role comment,Efabis cultural value,Adaptability to specific environment,Specific resistance or tolerance,Specific reproductive characteristic,Special characteristic of product,Other special qualities,Reference for special qualities,Efabis genetic features,Efabis environmental role,Efabis adaptability to marginal land,Body conformation,Coat description,Coat quality,Comb type,Skin colour,Shank and foot colour,Plumage colour,Pattern within feather,Avian classification,Color comments,Efabis main colour,Efabis skin colour,Number of horns males,Number of horns females,Horn shape size and comments,Wither height males,Wither height females,Weight males,Weight females,Breed classification (adaptedness),Herdbook,Herdbook established,Domestication status,Taxonomic classification,Description of origin,Year of origin,Import,Location within country,Eggs per year AVG,Eggs per year MIN,Eggs per year MAX,Egg weight,Wool or hair,Wool type,Fleece weight AVG,Fleece weight MIN,Fleece weight MAX,Fibre diam,Management system,Feeding of adults,Mobility,Milk per year AVG,Milk per year MIN,Milk per year MAX,Lactation length (day) AVG,Lactation length (day) MIN,Lactation length (day) MAX,Milk yield per lactation (kg) AVG,Milk yield per lactation (kg) MIN,Milk yield per lactation (kg) MAX,Milk fat AVG (%),Milk fat MIN (%),Milk fat MAX (%),Milk per day (kg),Number of lactations,Efabis milk protein AVG,Efabis milk protein MIN,Efabis milk protein MAX,Birth weight males,Birth weight females,Age maturity males,Age maturity females,Age breeding males,Age breeding females,Age first parturition (month) AVG,Age first parturition (month) MIN,Age first parturition (month) MAX,Parturition interval (day) AVG,Parturition interval (day) MIN,Parturition interval (day) MAX,Length productive life (years),Daily gain,Carcass weight (kg),Dressing percentage (%),Performance data reference,Managment conditions performance measured,Comments managment conditions,Additional performance parameters,Litter size AVG,Litter size MIN,Litter size MAX,Geographical classification,Local cryo conservation status,Local Risk,Detailed local risk status,Regional Transboundary Risk (detailed),International Transboundary Risk (detailed),Young per year AVG (number),Adult weight AVG (kg),Adult weight AVG (g),Birth weight AVG (kg),Birth weight AVG (g),Young mass per year AVG (kg),Young mass per year AVG (g)
13514,Trinidad and Tobago,TTO,Goat,Anglo Nubian,eng.,,Anglo-Nubian,,Meat,,,"Drums are made from the skin. Certain ethnic groups utilize the edible offfals, head and feet for certain dishes.",,,,,,,,,, ,,,,,,,,,,,,,,,"multi coloured: any colour or combination of colours, but ideally no facial stripes",,,0,0,,,,90.0,70.0,,,,domestic,breed,imported from United Kingdom and other European countries; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goats are reared under intensive and semi intensive systems of production. Animals are either fed cut grass or grazed during the day but are all penned during the night in fully barricaded pens. They are housed in individual pens. There are a number of farmers who rear animals by tethering and under back yard conditions.,,,,,international,No Information,unknown,unknown,,notAtRisk,,80.0,80000.0,,,,
13516,Trinidad and Tobago,TTO,Goat,British Alpine,eng.,,British Alpine,,Milk,,,,,,,,,,,,, ,,,,,,,,,,,,,,,"multi coloured: black, white lines on the face and the legs, white throughout below the knees",,,0,0,,,,80.0,65.0,,,,domestic,breed,imported from United Kingdom and other European countries; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goats are reared under intensive and semi intensive systems of production. Animals are either fed cut grass or grazed during the day but are all penned during the night in fully barricaded pens. They are housed in individual pens. There are a number of farmers who rear animals by tethering and under back yard conditions.,,,,,international,No Information,unknown,unknown,,endangered,,72.5,72500.0,,,,
13518,Trinidad and Tobago,TTO,Goat,Saanen,,,Saanen,,Milk,,,,,,,,,,,,, ,,,,,,,,,,,,,,,uni coloured: white,,,0,0,,,,90.0,80.0,,,,domestic,breed,imported from United Kingdom and other European countries; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goats are reared under intensive and semi intensive systems of production. Animals are either fed cut grass or grazed during the day but are all penned during the night in fully barricaded pens. They are housed in individual pens. There are a number of farmers who rear animals by tethering and under back yard conditions.,,,,,international,No Information,unknown,unknown,,notAtRisk,,85.0,85000.0,,,,
13524,Trinidad and Tobago,TTO,Rabbit,Californian,eng.,,California,,Meat,,,,,,,,,,,,, ,,,,,,,,,,,,,,,"multi coloured: white with black fur on nose, feet and tail",,,,,,,,4.5,3.6,,,,domestic,breed,imported; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Most rabbit producers are small scale, subsistence or backyard operators with a maximum of thirty five (35) heads breeding does, however, there are now several commercial producers approximately eighty (80), some of whom are members of the Trinidad Rabbit Breeders Association. <br> Animals are kept mainly under intensive or semi-intensive systems, which utilize complete wire cages, wood and wire combination cages and a mix of cage and ground floor systems. The diet consists of a range of green forages, vegetable kitchen wastes and supplemental pig, poultry or ruminant concentrate. Extruded/pelleted concentrate feed specifically formulated for growing rabbits is now supplied by two local feed millers and there are plans for the supply of a maternal ration.",,,,,international,No Information,unknown,unknown,,notAtRisk,,4.05,4050.0,,,,
13525,Trinidad and Tobago,TTO,Rabbit,New Zealand White,eng.,,New Zealand White,,Meat,,,,,,,,,,,,, ,,,,,,,,,,,,,,,uni coloured: white <br> comment: red eyes,,,,,,,,5.5,4.1,,,,domestic,breed,imported; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Most rabbit producers are small scale, subsistence or backyard operators with a maximum of thirty five (35) heads breeding does, however, there are now several commercial producers approximately eighty (80), some of whom are members of the Trinidad Rabbit Breeders Association. <br> Animals are kept mainly under intensive or semi-intensive systems, which utilize complete wire cages, wood and wire combination cages and a mix of cage and ground floor systems. The diet consists of a range of green forages, vegetable kitchen wastes and supplemental pig, poultry or ruminant concentrate. Extruded/pelleted concentrate feed specifically formulated for growing rabbits is now supplied by two local feed millers and there are plans for the supply of a maternal ration.",,,,,international,No Information,unknown,unknown,,notAtRisk,,4.8,4800.0,,,,
13526,Trinidad and Tobago,TTO,Sheep,Barbados Black Belly,eng.,,Barbados Black Belly,,Meat,,,They are particularly valuable to the Muslim community for slaughter at religious festivals. They also provide a function as a living bank and assets for subsistence farmers.,,,,,,,,,This breed is known for prolificacy. The animals breed all year round., ,These are hardy animals.,,,,,,,,,,,,,,"uni coloured: red, brown <br>multi coloured: black, brown <br>comment: black nose, ears, eyebrows, belly and lower legs, tan with black belly (badger face)",,,0,0,,,,80.0,50.0,,,,domestic,breed,imported from African or breed originated and evolved in Barbados from crosses of African hair sheep and European wooled breeds of unknown origin,1700,,,,,,,hair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F17-8, 16 W24-20",,"Animals are either fed cut grass or grazed during the day but are all penned during the night in fully barricaded pens. There are a number of farmers who rear animals under backyard conditions, consequently there is a high dependency on feeding concentrates.",,1.83,1.0,4.0,international,No Information,unknown,unknown,,endangered,,65.0,65000.0,,,,
13536,Tunisia,TUN,Cattle,Brune de l' Atlas,fr.,,Brown Atlas,Brown Atlas,,,,,,,,,,,The breed is adapted to the arid zone.,,, ,,,,,,,,,,,,,,,"uni coloured: brown, cream",,,2,2,,135.0,118.0,420.0,335.0,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,175.0,,,595.0,,,4.3,,,,,,,,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,international,No Material,notAtRisk,notAtRisk,,notAtRisk,,377.5,377500.0,18.0,18000.0,,
13551,Tunisia,TUN,Dromedary,Maghrebi,,,Maghrabi,,Meat,,,,,,,,,,,,, ,The animals endure a lack of water and fodder.,,,,,,,,,,,,,,,,,,,,,,450.0,400.0,,,,domestic,breed,,,,"Found south of the country and around """"Sebkha"""".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,32.5,,,,,,,,,,,,,,,,,,,,,,international,No Material,notAtRisk,notAtRisk,,notAtRisk,,425.0,425000.0,34.75,34750.0,,
13554,Tunisia,TUN,Horse,Arabe Barbe,fr.,,West African Barb,"West African Barb, Arab-Barb",DraughtPower,,,,,,,,,,,,, ,,,,,,,,,,,,,,,uni coloured: grey,,,,,,155.0,150.0,450.0,420.0,Native,y,,domestic,breed,descended from Barb,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,60.0,65.0,,,,,,,,,,,,,,,FAO Breed Survey,"Performance data were collected from horses kept under stationary conditions, fed on grazing, fodder and concentrates without housing.",,- fecundity rate is quite low 30-35%;<br>,,,,regional,No Material,unknown,unknown,unknown,,,435.0,435000.0,62.5,62500.0,,
13555,Tunisia,TUN,Horse,Barbe,fr.,,Barb,Barb,,,,,,,,,,,,,The fecundity rate of this breed is very low (about 35% (r))., ,This breed is a good saddle horse and a good jumper.,,,,,,,,,,,,,,uni coloured: grey or different shades of brown,,,,,,155.0,150.0,450.0,420.0,Native,y,1987,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAO Breed Survey,"Performance data were collected from animals kept under stationary conditions, fed on grazing and concentrates without any housing.",,,,,,international,No Material,unknown,unknown,,notAtRisk,,435.0,435000.0,,,,
13556,Tunisia,TUN,Horse,Hamdani,,,Arab,"Kuhailan, Saklawi, Arab",,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,150.0,148.0,420.0,400.0,,,,domestic,breed,originated in the 4-8th century in hot arid steppes of the Arabian Peninsula,4th-8th century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,50.0,,,,,,,,,,,,,,,FAO Breed Survey National Studbook,"Performance data were collected from stationary horses, housed all year around and fed on grazing, fodder and concentrates.",,- fecundity rate 70%;<br> - mortality rate (in the young) 10%;<br>,,,,international,No Material,unknown,unknown,,notAtRisk,,410.0,410000.0,52.5,52500.0,,
13560,Tunisia,TUN,Sheep,Barbarine,Français,,Arabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locally adapted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.2,12.0,9.0,12.0,15.0,24.0,17.0,24.0,,,,,130.0,20.0,,OEP-MOA,,,,,,,international,No Material,notAtRisk,notAtRisk,,notAtRisk,,,,3.35,3350.0,,
13561,Tunisia,TUN,Sheep,Noir de Thibar,fr.,,,"Black Merino, Thibar",Wool,,,,,,,,,,,,, ,,,,,,,,,,,,,,,"uni coloured: black, occasionally with white spot on head or tail",,,0,0,,68.0,62.0,75.0,55.0,,y,1945,domestic,breed,composite of Arles Merino and Tadmit,1911 onwards,,"Medjerda Valley, North-western Tunisia",,,,,wool,medium,2.5,,,,,,,,,,,,,,,,,,,,,,,,3.32,3.0,,,,,,,,,,,,,,,FAO Breed Survey,"Performance data were collected from animals kept under stationary conditions, fed on grazing, fodder and concentrates and without housing.",Kept on large exploitations (>100 ha.),- fertility 81.21%;<br> - fecundity 105.96;<br> - weight at 10 days: 5.55 kg (male) and 5.23 kg (female);<br> - weight at 30 days: 8.7 kg (male) and 8.2 kg;<br> - growth rate 10-30 days 158g (male) and 152g (female);<br>,1.28,,,local,No Material,notAtRisk,notAtRisk,,,,65.0,65000.0,3.16,3160.0,,
13562,Tunisia,TUN,Sheep,Noire de Thibar,Frensh,,,,Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,,9.0,12.0,15.0,15.0,20.0,20.0,24.0,,,,,170.0,25.0,,OEP/MOA,,,,,,,local,No Information,unknown,unknown,,,,,,4.32,4320.0,,
13563,Tunisia,TUN,Sheep,Queue Fine de l'Ouest,fr. =Thin-Tailed of the West,,,"Tadmit, Ouled Jelal",Meat,,,,,,,,,,The breed is adapted to the steppe and semi-steppe zones.,,,"This breed produces good quality meat, as the fat is spread in layers between the muscles. ",,,,,,,,,,,,,,,uni coloured: white,,,2,0,,72.0,62.0,72.0,50.0,,,,domestic,breed,Descended from Algerian Arab with some Merino (France) input,Around 1925,,"Makhtar-Le Kef-Gafsa Triangle, western Tunisia",,,,,wool,medium,1.35,,,,,,,,,,118.0,,,,,,,,,,,,,,4.13,3.93,,,,,,,,,,,,,,,FAO Breed Survey,"Performance data were collected from animals kept under sedentry conditions, fed on grazing, fodder and concentrates and not housed.",,- fertility rate: 83.67%;<br> - mortality rate: 4.7%;<br> - weight at 10 days: 5.75 kg (male)and 5.48 kg (female);<br> - weight at 30 days: 9.0 kg (male) and 8.57 kg (female);<br> - growth rate in 10-30 days: 162g/d in males and 155g/d in females;<br>,,,,local,No Material,notAtRisk,notAtRisk,,,,61.0,61000.0,4.03,4030.0000000000005,,
13564,Tunisia,TUN,Sheep,Sicilo-Sarde,it.,,,"Tunisian Milk Sheep, Sardinian",Milk,,,,,,,,,,North Tunisia,,, Specialized dairy sheep,,,,,,,,,,,,,,,"uni coloured: white, black, brown or grey, very heterogeneous",,,2,0/2,,65.0,50.0,70.0,45.0,,,,Domestic,breed,composite of Sardinian and Sicilian breeds,,,"Béja and Bizerte, northern Tunisia",,,,,wool,coarse/carpet,,,,,,,,200.0,150.0,250.0,113.0,,,61.0,,,,,,,,,,,3.4,3.2,12.0,12.0,15.0,15.0,,20.0,24.0,,,,,100.0,,,N2-112 F2-112 FAO Breed Survey,,Mainly found on large (> 100 ha.) State farms.,-fecundity: 129.67%;<br> - fertility: 90.13%;<br> - mortality: 7.11;<br> - weight at 10 days: 5.1 males and 4.78 females;<br> - weight at 30 days: 7.96 males and 7.53 females;<br> - growth at 10-30 days: 142.9 males and 137.3 females;<br>,,,,local,No Material,notAtRisk,notAtRisk,,,,57.5,57500.0,3.3,3300.0,,
13566,Tunisia,TUN,Sheep,Tunisian Barbarin,fr.,,Tunisian Barbary,"Constantinois, Moutons de l'Oued Souf, Tunisien, Barbary, Nejdi",Meat,,,,,,,,,,The breed is adapted to live under desert conditions (extreme heat) and feeds on dune grass.,,, ,These animals are suitable for a transhumant or nomadic lifestyle. The variety with the black head is more resistant to sun rays after eating the plant Millepertuis (which makes sheep sensitive to the sun).,,,,,,,,,,,,,,"uni coloured: white with black or red-brown head, occasionally blue",,,2,0/2,,70.0,60.0,75.0,45.0,,y,1947,domestic,breed,,,,along the border to Algeria,,,,,wool,coarse/carpet,,2.0,2.5,,,,,,,,135.0,,,45.0,,,,,,,,,,,3.6,3.3,,,,,,,,,,,,,,,F6-31 FAO Breed Survey,,,- fertilidad 82.7%;<br> - prolificidad: 112.7%;<br> - fecundidad: 93.25%;<br> - mortalidad: 3.19;<br> - peso a 10 días: 5.58 kg (machos) y 5.2 kg (hembras);<br> - peso a 30 días: 8.65 kg (machos) y 8.1 kg (hembras);<br> - crecimiento 10-30 días: 158 g/d (machos) y 145 g/d (hembras);<br>,,1.15,1.2,international,No Material,notAtRisk,notAtRisk,,notAtRisk,,60.0,60000.0,3.45,3450.0,,
13570,Turkey,TUR,Buffalo,Anadolu Mandası,tur.,,Anatolian Water Buffalo,"Camız, Dombay, Camış, Kömüş","DraughtPower, Meat, Milk",,,Its milk is used for making cream (kaymak) and some kind of cheese (like mozzarella) its meat is preferred for making Turkish type of sausage (sucuk) because of its colour.,,,,,"Anatolian water buffalo has been the most important animal production material in Turkey for centuries for their milk, meat and drought power.",,It can utilize poor quality foods in rushy and well-watered places.,"It is resistant to sudden changes of feeds and diseases as foot and mouth disease, BSE, IBR-IPV and infections caused by blood parasites. Warble fly is not harmful to water buffalo. It can utilize poor quality foods.",Parturition without help (99%),"In Turkey water buffalo meat is especially used for making sausage, which is a very popular typical product in Turkey, prepared with buffalo meat, beef and mutton spiced especially with garlic. Water buffaloes were very popular especially for their milk fat cream traditionally suits for famous Turkish dessert. The percentage of creamy structured milk fat content was about to 13%. The horns are used for making Turkish bow and reed flute apparatus.","Herd and maternal instincts, ability of pasturing is so well that it looks after not only its own calves but also the other calves in the herd and it tries to prevent them from dangers.","Domestic Animal Genetic Resources in Turkey, Breed Catalogue (2011) (http://www.tagem.gov.tr/pdf/english_AnGR.pdf), Breed Registration List, TR Official Gazette (2004)",,They like muddy and marshy lands. Their main foods are the plants in muddy or marshy lands. They can utilize less quality baits very well because of they have digestive systems high in capacity.,The temperature has an adverse effect on the animals if it is below 5°C or above 30°C. It has so few sweat glands and hairs that it needs to get into some puddles or lies down on muddy places during the hot seasons.,,,,,,,,,,"Hair covering adult body is in black or dark gray. White hairs may rarely be seen on head, pastern and on the end of tail. The muzzle is black.",Black or dark grey,Black or dark grey,2,2,"The bottom of horns turned backward or lateral sides and the end (point) of them turned up, inside or slightly forward. There are gradually reducing rings round the horns from bottom to top.",136.0,129.0,575.0,438.0,Native,,,domestic,breed,,,,Mostly in the Black Sea Region but it can be seen many places in Turkey.,,,,,,,,,,,,,,,800.0,1600.0,,,360.0,,,,8.0,,,,,,,,31.0,29.0,,,,,36.0,24.0,51.0,429.0,324.0,,13.0,565.0,302.0,51.0,"Domestic Animal Genetic Resources in Turkey, Breed Catalogue (2011) (http://www.tagem.gov.tr/pdf/english_AnGR.pdf), Breed Registration List, TR Official Gazette (2004)",Semi-extensive,"It likes well-watered or marsh places and moist regions. Rushes, reeds and wild grass in well-watered places are the main coarse-food that it is utilized",Maximum value for parturition interval is 906 days,,,,local,No Material,notAtRisk,notAtRisk,,,,506.5,506500.0,30.0,30000.0,,
13575,Turkey,TUR,Cattle,Boz Irk,turk.,"Boz in Turkish means ""grey""",Anatolian Grey,"Turkish Grey, Step Sığırı, Plevne Sığırı, Turkish Grey Steppe, Turkish Grey, Turkish Grey Steppe, Boz step or plevne","DraughtPower, Meat, Milk",,,"Its meat can be sold higher prices than other cattle breeds in local market. Before agricultural mechanization, it was using as draught animal.",,,"Since 1930 the government policy was directed towards upgrading of Turkish Grey Steppe with Brown Swiss to produce Turkish Brown. In 1975 the breed numbered 930 000 animals including Brown Swiss cattle. The breed considered at risk in 2003 and still at risk. It has been conserved in Sheep Research Station since 1995. In situ conservation subsidy of this breed has been continued in their original living area since 2005. According to the Regulation on Domestic Animal Genetic Resources Registration, the Domestic Animal Registration Committee registered Boz ırk (Anatolian Grey) in 2004.",,"Before agricultural mechanization, it was a substantial contribution on Turkish agricultural progress.",,The animals can withstand harsh steppe climate.,"It is resistant to sudden feed changing. Its digestive system is fit for utilization of poor quality feeds.If it gets sick, it is able to recover rapidly. It has strong and tough hoofs. It has violent temper and aggressive nature, also its instincts of defending herd and calves are very well. Milking is not possible unless she sees her calf.",It is able to survive and reproduce without human intervention.,Its meat is delicious and it can be sold high price. ,The animals utilize coarse fodder well. Calf livability is 0.99 in 60 th day,"Domestic Animal Genetic Resources in Turkey, Breed Catalogue (2011) (http://www.tagem.gov.tr/pdf/english_AnGR.pdf), Breed Registration List, TR Official Gazette (2004)",,"It has excellent ability to utilize its natural breeding area where is generally in forest and on mountainous regions. When animal numbers are restricted at an appropriate level, the breed plays a vital role as an important component of its ecology.","In the inside of forests and rugged lands on the mountainous regions, it is able to survive and reproduce without human intervention. Its instincts of defending herd and calves are very well.",,,,,,,,,,"The colour changes from light silver-grey to dark ash-grey. There is a dark coloured ring looks like eyeglasses around the eyes of bulls. The muzzle is surrounded by a black colour ring. The inside of ears is covered by black hairs. The cow colour is lighter in comparison to the bulls. Generally, the colour of neck, breast, chest, underside of shoulders and legs are darker in comparison to the other part of the body. The anus in black colour is accepted as a sign of being purebred. The calves are born in light brown and then their colour changes into grey as they grow.",From light silver-grey to dark ash-grey,Deep grey,2,2,"Horns’ shape is like crescent, their cross section is circular and they have no nodes.",126.0,118.0,475.0,350.0,Native,n,,domestic,breed,"1. Hungary (İ. Abidin, 1952) 2. Iskar (Bulgaria) (previous information on DAD-IS but the source is not available)","1. 1864 (İ. Abidin, 1952) 2. 1890-1940 (previous information on DAD-IS but the source is not available)",,"The Thrace, Marmara, North and Interior Aegean, West Anatolian Regions",,,,,,,,,,,extensive (non backyard),grazing,,,,,220.0,78.0,350.0,1095.0,157.0,2965.0,3.93,2.5,6.12,,,,,,24.04,22.37,,,,,33.0,30.0,36.0,,,,15.0,800.0,210.0,55.0,National Breed Registration List which published in Official Gazzette on 12/12/2004,Extensive,Performance was measured under very extensive conditions with total grazing.,Calving rate % 87. Weight at 12 months: 370 kg (male) and 190 kg (female). Weight at 24 months: 410 kg (male) and 290 kg (female),1.0,,,local,Not Sufficient,notAtRisk,notAtRisk,,,,412.5,412500.0,23.205,23205.0,,
